,NEWCollabToolsWorkedWith,Confluence,Jira,Slack,Microsoft Azure,Trello,Github,Gitlab,"Google Suite (Docs, Meet, etc)",Microsoft Teams,Stack Overflow for Teams,Facebook Workplace
10315,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
10316,Confluence;Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure,1,1,0,1,0,1,1,0,1,0,0
10317,"Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,0,0,0,0,0,1,0,1,0
10318,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
10319,Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,1,0,0,1,0,0
10320,Trello,0,0,0,0,1,0,0,0,0,0,0
10321,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
10322,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
10323,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,0,1,1,0,0
10324,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
10325,Github,0,0,0,0,0,1,0,0,0,0,0
10326,Jira;Slack;Microsoft Teams;Microsoft Azure,0,1,1,1,0,0,0,0,1,0,0
10327,Jira;Github;Gitlab;Slack;Microsoft Azure,0,1,1,1,0,1,1,0,0,0,0
10328,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
10329,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
10330,Github;Facebook Workplace;Trello,0,0,0,0,1,1,0,0,0,0,1
10331,Jira;Trello,0,1,0,0,1,0,0,0,0,0,0
10332,Jira;Github;Microsoft Teams;Microsoft Azure;Trello,0,1,0,1,1,1,0,0,1,0,0
10333,,0,0,0,0,0,0,0,0,0,0,0
10334,"Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,0,1,1,0,0,0
10335,Jira;Github;Gitlab;Slack,0,1,1,0,0,1,1,0,0,0,0
10336,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
10337,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
10338,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
10339,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
10340,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams,1,1,1,0,0,1,1,0,1,0,0
10341,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
10342,"Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,1,0,0
10343,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,0,1,0,1,0,1,0
10344,Jira;Github;Gitlab;Slack,0,1,1,0,0,1,1,0,0,0,0
10345,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
10346,Github;Gitlab;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,1,0,1,0,0
10347,Github;Gitlab;Stack Overflow for Teams,0,0,0,0,0,1,1,0,0,1,0
10348,,0,0,0,0,0,0,0,0,0,0,0
10349,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
10350,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
10351,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
10352,Github;Microsoft Teams,0,0,0,0,0,1,0,0,1,0,0
10353,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
10354,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
10355,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
10356,Jira;Github;Gitlab;Slack;Trello,0,1,1,0,1,1,1,0,0,0,0
10357,,0,0,0,0,0,0,0,0,0,0,0
10358,Confluence;Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure,1,1,0,1,0,1,1,0,1,0,0
10359,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
10360,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
10361,,0,0,0,0,0,0,0,0,0,0,0
10362,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
10363,Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,1,0,0,1,0,0
10364,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
10365,Github;Gitlab;Trello,0,0,0,0,1,1,1,0,0,0,0
10366,Github,0,0,0,0,0,1,0,0,0,0,0
10367,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
10368,"Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,1,1,1,0,0
10369,,0,0,0,0,0,0,0,0,0,0,0
10370,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
10371,"Jira;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,1,0,0,1,1,1,1,0,0,0
10372,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
10373,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
10374,Confluence;Jira;Github;Slack;Trello,1,1,1,0,1,1,0,0,0,0,0
10375,,0,0,0,0,0,0,0,0,0,0,0
10376,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
10377,Confluence,1,0,0,0,0,0,0,0,0,0,0
10378,,0,0,0,0,0,0,0,0,0,0,0
10379,"Github;Microsoft Azure;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,0,1,0,1,0,1,0,1,0
10380,,0,0,0,0,0,0,0,0,0,0,0
10381,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,1,1,1,1,1,0,1,0
10382,"Confluence;Jira;Github;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,1
10383,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
10384,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
10385,,0,0,0,0,0,0,0,0,0,0,0
10386,"Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,1,0,0
10387,Github,0,0,0,0,0,1,0,0,0,0,0
10388,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
10389,"Jira;Github;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,0,0,0
10390,,0,0,0,0,0,0,0,0,0,0,0
10391,"Confluence;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,0,1,0,1,1,0,1,0,0,0
10392,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
10393,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
10394,Github,0,0,0,0,0,1,0,0,0,0,0
10395,"Confluence;Jira;Github;Trello;Google Suite (Docs, Meet, etc)",1,1,0,0,1,1,0,1,0,0,0
10396,Jira;Github;Gitlab;Slack;Microsoft Teams;Trello,0,1,1,0,1,1,1,0,1,0,0
10397,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
10398,Confluence;Jira;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,0,0,0,1,0,0
10399,Trello,0,0,0,0,1,0,0,0,0,0,0
10400,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
10401,Github;Slack;Trello;Stack Overflow for Teams,0,0,1,0,1,1,0,0,0,1,0
10402,Github;Microsoft Teams;Stack Overflow for Teams,0,0,0,0,0,1,0,0,1,1,0
10403,Confluence;Github;Gitlab,1,0,0,0,0,1,1,0,0,0,0
10404,,0,0,0,0,0,0,0,0,0,0,0
10405,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,0
10406,"Confluence;Jira;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,0,0,1,0,0,0
10407,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
10408,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
10409,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
10410,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
10411,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
10412,Github,0,0,0,0,0,1,0,0,0,0,0
10413,"Jira;Github;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,1,1,1,0,1,1,1,0,0,0
10414,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
10415,,0,0,0,0,0,0,0,0,0,0,0
10416,"Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,1,1,1,1,1,0,1,1,0,0
10417,Gitlab,0,0,0,0,0,0,1,0,0,0,0
10418,Jira;Gitlab;Slack;Microsoft Teams,0,1,1,0,0,0,1,0,1,0,0
10419,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
10420,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
10421,Github,0,0,0,0,0,1,0,0,0,0,0
10422,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
10423,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
10424,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
10425,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,0,1,1,0,0
10426,,0,0,0,0,0,0,0,0,0,0,0
10427,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
10428,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
10429,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
10430,Jira;Github;Gitlab;Slack;Microsoft Teams,0,1,1,0,0,1,1,0,1,0,0
10431,Github,0,0,0,0,0,1,0,0,0,0,0
10432,Github,0,0,0,0,0,1,0,0,0,0,0
10433,Confluence;Jira;Github;Gitlab;Slack;Trello,1,1,1,0,1,1,1,0,0,0,0
10434,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
10435,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
10436,Jira;Gitlab;Slack;Trello,0,1,1,0,1,0,1,0,0,0,0
10437,Github;Microsoft Teams;Trello,0,0,0,0,1,1,0,0,1,0,0
10438,Jira;Github;Gitlab;Slack;Microsoft Teams,0,1,1,0,0,1,1,0,1,0,0
10439,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,1,1,0,0,0
10440,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
10441,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
10442,"Jira;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,1,1,1,0,0,1,1,0,0,0
10443,Github,0,0,0,0,0,1,0,0,0,0,0
10444,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
10445,Jira;Gitlab;Microsoft Teams,0,1,0,0,0,0,1,0,1,0,0
10446,"Github;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,1,0,0
10447,Github,0,0,0,0,0,1,0,0,0,0,0
10448,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
10449,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
10450,,0,0,0,0,0,0,0,0,0,0,0
10451,"Confluence;Jira;Gitlab;Trello;Google Suite (Docs, Meet, etc)",1,1,0,0,1,0,1,1,0,0,0
10452,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
10453,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
10454,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
10455,Slack;Microsoft Teams,0,0,1,0,0,0,0,0,1,0,0
10456,"Confluence;Jira;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,0,0,1,0,0,0
10457,Jira;Github;Microsoft Teams,0,1,0,0,0,1,0,0,1,0,0
10458,Github;Gitlab;Slack;Trello,0,0,1,0,1,1,1,0,0,0,0
10459,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
10460,Jira;Github;Gitlab,0,1,0,0,0,1,1,0,0,0,0
10461,Gitlab;Microsoft Azure,0,0,0,1,0,0,1,0,0,0,0
10462,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
10463,,0,0,0,0,0,0,0,0,0,0,0
10464,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
10465,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
10466,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
10467,Github,0,0,0,0,0,1,0,0,0,0,0
10468,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
10469,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
10470,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
10471,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
10472,"Github;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,0,0,0,1,0,1,0,1,0
10473,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
10474,"Confluence;Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,1,1,0,0,0
10475,Confluence;Jira;Github;Gitlab;Microsoft Teams,1,1,0,0,0,1,1,0,1,0,0
10476,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
10477,Jira;Github;Gitlab;Slack,0,1,1,0,0,1,1,0,0,0,0
10478,"Confluence;Jira;Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,1,0,0
10479,Github;Gitlab;Slack;Trello,0,0,1,0,1,1,1,0,0,0,0
10480,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
10481,Github;Microsoft Teams;Stack Overflow for Teams,0,0,0,0,0,1,0,0,1,1,0
10482,Jira;Github;Microsoft Teams;Microsoft Azure,0,1,0,1,0,1,0,0,1,0,0
10483,Jira;Github;Gitlab;Microsoft Azure;Trello,0,1,0,1,1,1,1,0,0,0,0
10484,,0,0,0,0,0,0,0,0,0,0,0
10485,"Github;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,0,1,0,1,0,1,1,1,0
10486,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
10487,,0,0,0,0,0,0,0,0,0,0,0
10488,"Confluence;Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,0,1,0,1,1,1,1,0,0
10489,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,1,1,0,0,0
10490,Jira;Github;Gitlab,0,1,0,0,0,1,1,0,0,0,0
10491,Jira;Github;Gitlab;Slack;Trello,0,1,1,0,1,1,1,0,0,0,0
10492,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
10493,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
10494,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
10495,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
10496,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
10497,Microsoft Teams;Trello,0,0,0,0,1,0,0,0,1,0,0
10498,Jira;Github;Facebook Workplace,0,1,0,0,0,1,0,0,0,0,1
10499,Jira;Github;Slack;Microsoft Teams;Microsoft Azure,0,1,1,1,0,1,0,0,1,0,0
10500,"Confluence;Jira;Github;Gitlab;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,1
10501,"Confluence;Jira;Github;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,0,1,0,0,0
10502,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
10503,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
10504,Github;Gitlab;Microsoft Teams,0,0,0,0,0,1,1,0,1,0,0
10505,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
10506,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,0,1,0,1,0,1,0
10507,,0,0,0,0,0,0,0,0,0,0,0
10508,Github,0,0,0,0,0,1,0,0,0,0,0
10509,Github,0,0,0,0,0,1,0,0,0,0,0
10510,Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,1,0,0,1,0,0
10511,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
10512,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
10513,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
10514,,0,0,0,0,0,0,0,0,0,0,0
10515,"Confluence;Jira;Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,0,1,0,1,1,1,0
10516,"Github;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,0,0,0,1,0,1,0,1,0
10517,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
10518,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
10519,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
10520,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
10521,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
10522,Confluence;Jira;Github;Slack;Microsoft Azure,1,1,1,1,0,1,0,0,0,0,0
10523,Jira;Github;Microsoft Teams,0,1,0,0,0,1,0,0,1,0,0
10524,,0,0,0,0,0,0,0,0,0,0,0
10525,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
10526,Github;Slack;Microsoft Teams;Microsoft Azure;Trello,0,0,1,1,1,1,0,0,1,0,0
10527,"Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,1,1,1,0,0
10528,,0,0,0,0,0,0,0,0,0,0,0
10529,Confluence;Jira;Gitlab;Slack,1,1,1,0,0,0,1,0,0,0,0
10530,Github;Gitlab;Trello,0,0,0,0,1,1,1,0,0,0,0
10531,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
10532,"Confluence;Jira;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,0,1,1,1,0,0
10533,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
10534,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,1,1,0,1,0,0
10535,Github,0,0,0,0,0,1,0,0,0,0,0
10536,"Confluence;Jira;Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,1,0,0
10537,Jira;Gitlab,0,1,0,0,0,0,1,0,0,0,0
10538,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
10539,"Confluence;Jira;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,0,0,1,0,0,0
10540,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
10541,"Confluence;Jira;Github;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,1
10542,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
10543,Github;Trello;Stack Overflow for Teams,0,0,0,0,1,1,0,0,0,1,0
10544,Trello,0,0,0,0,1,0,0,0,0,0,0
10545,Github;Slack;Microsoft Teams;Microsoft Azure,0,0,1,1,0,1,0,0,1,0,0
10546,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
10547,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
10548,"Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,0,0,1,1,0,0
10549,Github,0,0,0,0,0,1,0,0,0,0,0
10550,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
10551,Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Trello,1,1,1,1,1,1,1,0,0,0,0
10552,"Confluence;Jira;Github;Gitlab;Facebook Workplace;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,1,0,1
10553,Confluence;Github;Microsoft Teams,1,0,0,0,0,1,0,0,1,0,0
10554,Github,0,0,0,0,0,1,0,0,0,0,0
10555,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
10556,"Confluence;Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,1,1,0,0,0
10557,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
10558,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,1,0,0
10559,Jira;Github;Slack;Microsoft Teams,0,1,1,0,0,1,0,0,1,0,0
10560,"Jira;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,1,0,0,0,0,1,1,0,0
10561,Github;Gitlab;Slack;Microsoft Azure;Trello,0,0,1,1,1,1,1,0,0,0,0
10562,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams,1,1,1,0,0,1,1,0,1,0,0
10563,Github,0,0,0,0,0,1,0,0,0,0,0
10564,Github;Trello;Stack Overflow for Teams,0,0,0,0,1,1,0,0,0,1,0
10565,Confluence;Slack;Trello,1,0,1,0,1,0,0,0,0,0,0
10566,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
10567,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Stack Overflow for Teams,1,1,1,1,1,1,1,0,1,1,0
10568,Github;Gitlab;Trello,0,0,0,0,1,1,1,0,0,0,0
10569,"Confluence;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,0,1,1,0,1,0,1,1,0,0
10570,Github;Slack;Microsoft Teams,0,0,1,0,0,1,0,0,1,0,0
10571,"Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,1,0,0
10572,Github;Trello,0,0,0,0,1,1,0,0,0,0,0
10573,Github;Trello,0,0,0,0,1,1,0,0,0,0,0
10574,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,1,1,1,0,0
10575,"Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,1,1,0,0,0
10576,Jira,0,1,0,0,0,0,0,0,0,0,0
10577,"Confluence;Gitlab;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,0,0,0,1,0,1,1,1,0,0
10578,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
10579,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
10580,Jira;Github;Slack;Microsoft Teams;Trello,0,1,1,0,1,1,0,0,1,0,0
10581,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,1,1,0,0,0
10582,,0,0,0,0,0,0,0,0,0,0,0
10583,"Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,1,1,0,0,0
10584,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
10585,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
10586,Jira,0,1,0,0,0,0,0,0,0,0,0
10587,"Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,1,1,0,0,0
10588,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
10589,"Jira;Github;Trello;Google Suite (Docs, Meet, etc)",0,1,0,0,1,1,0,1,0,0,0
10590,"Confluence;Jira;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,0,0,1,0,0,0
10591,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
10592,"Github;Gitlab;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,1
10593,,0,0,0,0,0,0,0,0,0,0,0
10594,Github;Slack;Microsoft Teams;Microsoft Azure,0,0,1,1,0,1,0,0,1,0,0
10595,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
10596,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
10597,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
10598,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,1,1,1,1,0,1,0
10599,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
10600,"Confluence;Jira;Gitlab;Google Suite (Docs, Meet, etc)",1,1,0,0,0,0,1,1,0,0,0
10601,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
10602,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
10603,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
10604,"Github;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,0,0,0,1,0,1,0,1,0
